Region,Month of Period End,Median Sale Price in Thousands,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List as %,Average Sale To List MoM ,Average Sale To List YoY ,Average Listing Price Thousands
"Philadelphia, PA metro area",January 2018,184.0,-3.1%,6.9%,"1,645",-20.8%,9.4%,"2,086",47.8%,-9.3%,"5,958",-4.4%,-14.0%,63,6,1,96.1,-0.2%,0.2%,191
"Philadelphia, PA metro area",February 2018,175.0,-4.9%,8.7%,"1,359",-17.4%,-10.1%,"2,514",20.5%,-5.6%,"6,302",5.8%,-12.8%,67,4,7,96.2,0.1%,0.6%,181
"Philadelphia, PA metro area",March 2018,197.0,12.8%,12.8%,"1,934",42.3%,-6.8%,"2,939",16.9%,-13.0%,"6,020",-4.5%,-19.7%,52,-15,0,96.6,0.4%,0.6%,203
"Philadelphia, PA metro area",April 2018,204.0,3.1%,7.1%,"2,206",14.1%,5.6%,"3,357",14.2%,3.1%,"6,126",1.8%,-21.6%,35,-17,-7,97.4,0.8%,0.8%,209
"Philadelphia, PA metro area",May 2018,210.0,3.2%,5.1%,"2,594",17.6%,0.6%,"3,351",-0.2%,3.3%,"6,299",2.8%,-19.3%,31,-4,-4,97.5,0.0%,0.2%,215
"Philadelphia, PA metro area",June 2018,215.0,2.4%,0.9%,"2,916",12.4%,-3.0%,"3,022",-9.8%,-1.5%,"6,250",-0.8%,-20.4%,29,-2,-5,97.8,0.3%,0.6%,219
"Philadelphia, PA metro area",July 2018,208.0,-3.3%,1.5%,"2,476",-15.1%,3.6%,"2,719",-10.0%,2.6%,"6,260",0.2%,-19.2%,29,0,-6,97.5,-0.2%,0.2%,213
"Philadelphia, PA metro area",August 2018,209.0,0.6%,10.2%,"2,477",0.0%,0.6%,"2,699",-0.7%,-0.7%,"6,238",-0.4%,-17.8%,31,2,-7,97.5,-0.1%,0.6%,214
"Philadelphia, PA metro area",September 2018,200.0,-4.5%,8.1%,"1,922",-22.4%,-7.5%,"2,642",-2.1%,-2.1%,"6,422",2.9%,-16.7%,34,3,-7,97.2,-0.3%,0.4%,205
"Philadelphia, PA metro area",October 2018,195.0,-2.3%,4.5%,"2,054",6.9%,0.0%,"2,759",4.4%,7.9%,"6,505",1.3%,-14.7%,32,-2,-11,96.9,-0.3%,0.3%,201
"Philadelphia, PA metro area",November 2018,195.0,-0.2%,5.4%,"2,038",-0.8%,-2.0%,"2,012",-27.1%,0.2%,"6,160",-5.3%,-14.0%,35,3,-19,96.5,-0.4%,0.3%,202
"Philadelphia, PA metro area",December 2018,189.0,-3.1%,-0.5%,"1,863",-8.6%,-10.3%,"1,377",-31.6%,-2.4%,"5,485",-11.0%,-12.0%,38,3,-19,96.4,-0.1%,0.1%,196
"Philadelphia, PA metro area",January 2019,185.0,-2.1%,0.6%,"1,406",-24.5%,-14.5%,"2,223",61.4%,6.6%,"5,741",4.7%,-3.6%,48,10,-15,96.5,0.1%,0.4%,191
"Philadelphia, PA metro area",February 2019,185.0,-0.1%,5.7%,"1,360",-3.3%,0.1%,"2,368",6.5%,-5.8%,"5,986",4.3%,-5.0%,53,5,-14,96.0,-0.5%,-0.2%,192
"Philadelphia, PA metro area",March 2019,200.0,8.1%,1.2%,"1,801",32.4%,-6.9%,"3,109",31.3%,5.8%,"6,425",7.3%,6.7%,50,-3,-2,96.6,0.6%,0.0%,207
"Philadelphia, PA metro area",April 2019,210.0,5.1%,3.2%,"2,141",18.9%,-2.9%,"3,387",8.9%,0.9%,"6,738",4.9%,10.0%,41,-9,6,97.3,0.8%,-0.1%,215
"Philadelphia, PA metro area",May 2019,218.0,3.8%,3.8%,"2,578",20.4%,-0.6%,"3,424",1.1%,2.2%,"7,084",5.1%,12.5%,37,-4,6,97.3,0.0%,-0.2%,224
"Philadelphia, PA metro area",June 2019,235.0,7.8%,9.3%,"2,525",-2.1%,-13.4%,"2,926",-14.5%,-3.2%,"7,113",0.4%,13.8%,38,1,9,97.7,0.4%,-0.1%,240
"Philadelphia, PA metro area",July 2019,225.0,-4.3%,8.2%,"2,434",-3.6%,-1.7%,"2,714",-7.2%,-0.2%,"6,771",-4.8%,8.2%,39,1,10,97.4,-0.3%,-0.2%,231
"Philadelphia, PA metro area",August 2019,222.0,-1.2%,6.2%,"2,305",-5.3%,-6.9%,"2,565",-5.5%,-5.0%,"6,554",-3.2%,5.1%,39,0,8,97.0,-0.4%,-0.5%,228
"Philadelphia, PA metro area",September 2019,200.0,-10.0%,0.1%,"2,016",-12.5%,4.9%,"2,871",11.9%,8.7%,"6,863",4.7%,6.9%,38,-1,4,96.7,-0.2%,-0.5%,206
"Philadelphia, PA metro area",October 2019,200.0,0.0%,2.4%,"1,988",-1.4%,-3.2%,"2,780",-3.2%,0.8%,"6,943",1.2%,6.7%,38,0,6,96.9,0.1%,0.0%,206
"Philadelphia, PA metro area",November 2019,216.0,8.0%,10.8%,"1,884",-5.2%,-7.6%,"2,034",-26.8%,1.1%,"6,455",-7.0%,4.8%,41,3,6,96.7,-0.2%,0.2%,223
"Philadelphia, PA metro area",December 2019,210.0,-2.8%,11.1%,"2,099",11.4%,12.7%,"1,367",-32.8%,-0.7%,"5,477",-15.2%,-0.1%,43,2,5,96.2,-0.5%,-0.2%,218
"Philadelphia, PA metro area",January 2020,208.0,-0.9%,12.4%,"1,681",-19.9%,19.6%,"2,258",65.2%,1.6%,"5,457",-0.4%,-4.9%,54,11,6,96.4,0.2%,-0.1%,215
"Philadelphia, PA metro area",February 2020,215.0,3.4%,16.3%,"1,577",-6.2%,16.0%,"2,577",14.1%,8.8%,"5,735",5.1%,-4.2%,58,4,5,96.3,-0.1%,0.3%,223
"Philadelphia, PA metro area",March 2020,235.0,9.3%,17.6%,"1,809",14.7%,0.4%,"2,498",-3.1%,-19.7%,"5,720",-0.3%,-11.0%,45,-13,-5,97.0,0.7%,0.4%,242
"Philadelphia, PA metro area",April 2020,246.0,4.7%,17.1%,"1,490",-17.6%,-30.4%,"1,009",-59.6%,-70.2%,"5,308",-7.2%,-21.2%,39,-6,-2,97.8,0.8%,0.4%,251
"Philadelphia, PA metro area",May 2020,234.0,-5.0%,7.2%,"1,112",-25.4%,-56.9%,"2,224",120.4%,-35.0%,"5,806",9.4%,-18.0%,42,3,5,96.8,-1.0%,-0.6%,241
"Philadelphia, PA metro area",June 2020,250.0,7.0%,6.4%,"1,557",40.0%,-38.3%,"3,120",40.3%,6.6%,"6,069",4.5%,-14.7%,46,4,8,97.4,0.6%,-0.3%,256
"Philadelphia, PA metro area",July 2020,246.0,-1.6%,9.3%,"2,520",61.8%,3.5%,"3,279",5.1%,20.8%,"6,077",0.1%,-10.2%,40,-6,1,98.0,0.6%,0.6%,251
"Philadelphia, PA metro area",August 2020,245.0,-0.4%,10.2%,"2,542",0.9%,10.3%,"3,140",-4.2%,22.4%,"6,111",0.6%,-6.8%,35,-5,-4,98.3,0.4%,1.4%,249
"Philadelphia, PA metro area",September 2020,243.0,-1.0%,21.3%,"2,507",-1.4%,24.4%,"3,174",1.1%,10.6%,"6,288",2.9%,-8.4%,33,-2,-5,98.1,-0.3%,1.3%,247
"Philadelphia, PA metro area",October 2020,237.0,-2.3%,18.5%,"2,555",1.9%,28.5%,"3,178",0.1%,14.3%,"6,307",0.3%,-9.2%,34,1,-4,98.3,0.2%,1.4%,241
"Philadelphia, PA metro area",November 2020,245.0,3.4%,13.4%,"2,291",-10.3%,21.6%,"2,336",-26.5%,14.8%,"5,944",-5.8%,-7.9%,33,-1,-8,98.5,0.2%,1.8%,248
"Philadelphia, PA metro area",December 2020,240.0,-2.0%,14.3%,"2,396",4.6%,14.1%,"1,680",-28.1%,22.9%,"5,018",-15.6%,-8.4%,35,2,-8,98.1,-0.4%,1.9%,244
"Philadelphia, PA metro area",January 2021,235.0,-2.0%,13.1%,"1,876",-21.7%,11.6%,"2,230",32.7%,-1.2%,"4,872",-2.9%,-10.7%,40,5,-14,97.8,-0.3%,1.4%,240
"Philadelphia, PA metro area",February 2021,236.0,0.4%,9.9%,"1,732",-7.7%,9.8%,"2,124",-4.8%,-17.6%,"4,665",-4.2%,-18.7%,42,2,-16,97.7,-0.1%,1.4%,241
"Philadelphia, PA metro area",March 2021,258.0,9.2%,9.8%,"2,265",30.8%,25.2%,"3,311",55.9%,32.5%,"4,881",4.6%,-14.7%,39,-3,-6,98.5,0.8%,1.5%,261
"Philadelphia, PA metro area",April 2021,265.0,2.7%,7.7%,"2,508",10.7%,68.3%,"3,618",9.3%,258.6%,"5,229",7.1%,-1.5%,32,-7,-7,99.1,0.6%,1.3%,267
"Philadelphia, PA metro area",May 2021,268.0,0.9%,14.5%,"2,530",0.9%,127.5%,"3,357",-7.2%,50.9%,"5,376",2.8%,-7.4%,27,-5,-15,99.8,0.7%,3.0%,268
"Philadelphia, PA metro area",June 2021,280.0,4.7%,12.0%,"3,132",23.8%,101.2%,"3,434",2.3%,10.1%,"5,605",4.3%,-7.6%,25,-2,-21,100.0,0.2%,2.7%,280
"Philadelphia, PA metro area",July 2021,275.0,-1.8%,11.8%,"2,741",-12.5%,8.8%,"3,246",-5.5%,-1.0%,"6,095",8.7%,0.3%,26,1,-14,100.2,0.2%,2.2%,274
"Philadelphia, PA metro area",August 2021,270.0,-1.8%,10.2%,"2,560",-6.6%,0.7%,"2,995",-7.7%,-4.6%,"6,090",-0.1%,-0.3%,28,2,-7,99.7,-0.5%,1.4%,270
"Philadelphia, PA metro area",September 2021,260.0,-3.7%,7.2%,"2,415",-5.7%,-3.7%,"3,071",2.5%,-3.2%,"6,416",5.4%,2.0%,33,5,0,99.1,-0.6%,1.0%,262
"Philadelphia, PA metro area",October 2021,260.0,0.0%,9.7%,"2,295",-5.0%,-10.2%,"2,929",-4.6%,-7.8%,"6,333",-1.3%,0.4%,37,4,3,98.6,-0.5%,0.3%,263
"Philadelphia, PA metro area",November 2021,265.0,1.9%,8.2%,"2,386",4.0%,4.1%,"2,360",-19.4%,1.0%,"5,811",-8.2%,-2.2%,37,0,4,98.7,0.1%,0.2%,268
"Philadelphia, PA metro area",December 2021,256.0,-3.4%,6.7%,"2,510",5.2%,4.8%,"1,668",-29.3%,-0.7%,"4,891",-15.8%,-2.5%,40,3,5,98.6,-0.1%,0.5%,259
"Philadelphia, PA metro area",January 2022,250.0,-2.3%,6.3%,"2,056",-18.1%,9.6%,"2,085",25.0%,-6.5%,"4,567",-6.6%,-6.3%,46,6,6,98.2,-0.5%,0.3%,254
"Philadelphia, PA metro area",February 2022,250.0,0.0%,5.8%,"1,806",-12.2%,4.3%,"2,540",21.8%,19.6%,"4,636",1.5%,-0.6%,49,3,7,98.2,0.0%,0.5%,254
"Philadelphia, PA metro area",March 2022,265.0,6.0%,2.7%,"2,462",36.3%,8.7%,"3,355",32.1%,1.3%,"4,941",6.6%,1.2%,35,-14,-4,99.0,0.8%,0.5%,267
"Philadelphia, PA metro area",April 2022,275.0,3.8%,3.8%,"2,364",-4.0%,-5.7%,"3,382",0.8%,-6.5%,"5,429",9.9%,3.8%,29,-6,-3,99.7,0.7%,0.6%,275
"Philadelphia, PA metro area",May 2022,287.0,4.4%,7.3%,"2,537",7.3%,0.3%,"3,173",-6.2%,-5.5%,"5,684",4.7%,5.7%,26,-3,-1,100.3,0.6%,0.5%,286
"Philadelphia, PA metro area",June 2022,297.0,3.5%,6.1%,"2,756",8.6%,-12.0%,"3,415",7.6%,-0.6%,"6,258",10.1%,11.7%,27,1,2,100.2,-0.1%,0.2%,296
"Philadelphia, PA metro area",July 2022,280.0,-5.7%,1.8%,"2,201",-20.1%,-19.7%,"2,757",-19.3%,-15.1%,"6,491",3.7%,6.5%,30,3,4,99.7,-0.5%,-0.5%,280
"Philadelphia, PA metro area",August 2022,275.0,-1.8%,1.9%,"2,215",0.6%,-13.5%,"2,551",-7.5%,-14.8%,"6,417",-1.1%,5.4%,32,2,4,98.8,-0.9%,-1.0%,278
"Philadelphia, PA metro area",September 2022,259.0,-5.7%,-0.3%,"1,958",-11.6%,-18.9%,"2,614",2.5%,-14.9%,"6,584",2.6%,2.6%,40,8,7,97.9,-0.9%,-1.3%,264
"Philadelphia, PA metro area",October 2022,256.0,-1.3%,-1.5%,"1,746",-10.8%,-23.9%,"2,365",-9.5%,-19.3%,"6,568",-0.2%,3.7%,38,-2,1,97.7,-0.1%,-0.9%,262
"Philadelphia, PA metro area",November 2022,260.0,1.6%,-1.9%,"1,597",-8.5%,-33.1%,"1,807",-23.6%,-23.4%,"6,174",-6.0%,6.2%,39,1,2,97.5,-0.3%,-1.3%,266
"Philadelphia, PA metro area",December 2022,258.0,-1.0%,0.6%,"1,517",-5.0%,-39.6%,"1,335",-26.1%,-20.0%,"5,436",-12.0%,11.1%,46,7,6,97.1,-0.4%,-1.5%,265
"Philadelphia, PA metro area",January 2023,240.0,-6.8%,-4.0%,"1,264",-16.7%,-38.5%,"1,876",40.5%,-10.0%,"5,359",-1.4%,17.3%,53,7,7,96.2,-0.9%,-1.9%,249
"Philadelphia, PA metro area",February 2023,235.0,-2.1%,-6.0%,"1,285",1.7%,-28.8%,"1,906",1.6%,-25.0%,"5,335",-0.4%,15.1%,59,6,10,96.6,0.3%,-1.6%,243
"Philadelphia, PA metro area",March 2023,260.0,10.6%,-1.9%,"1,773",38.0%,-28.0%,"2,653",39.2%,-20.9%,"5,480",2.7%,10.9%,46,-13,11,97.4,0.8%,-1.6%,266
"Philadelphia, PA metro area",April 2023,263.0,1.0%,-4.5%,"1,725",-2.7%,-27.0%,"2,548",-4.0%,-24.7%,"5,682",3.7%,4.7%,41,-5,12,98.0,0.6%,-1.8%,268
"Philadelphia, PA metro area",May 2023,275.0,4.8%,-4.2%,"2,122",23.0%,-16.4%,"2,528",-0.8%,-20.3%,"5,633",-0.9%,-0.9%,36,-5,10,98.7,0.7%,-1.6%,278
"Philadelphia, PA metro area",June 2023,285.0,3.6%,-4.0%,"2,149",1.3%,-22.0%,"2,422",-4.2%,-29.1%,"5,527",-1.9%,-11.7%,35,-1,8,99.1,0.4%,-1.2%,287
"Philadelphia, PA metro area",July 2023,282.0,-1.1%,0.7%,"1,758",-18.2%,-20.1%,"2,262",-6.6%,-18.0%,"5,516",-0.2%,-15.0%,36,1,6,98.8,-0.3%,-0.9%,285
"Philadelphia, PA metro area",August 2023,275.0,-2.5%,0.0%,"1,864",6.0%,-15.8%,"2,284",1.0%,-10.5%,"5,506",-0.2%,-14.2%,39,3,7,98.7,-0.1%,-0.1%,278
"Philadelphia, PA metro area",September 2023,270.0,-1.8%,4.1%,"1,638",-12.1%,-16.3%,"2,458",7.6%,-6.0%,"5,921",7.5%,-10.1%,36,-3,-4,98.0,-0.7%,0.1%,275
"Philadelphia, PA metro area",October 2023,265.0,-1.9%,3.5%,"1,594",-2.7%,-8.7%,"2,280",-7.2%,-3.6%,"5,993",1.2%,-8.8%,37,1,-1,98.3,0.3%,0.5%,269
"Philadelphia, PA metro area",November 2023,235.0,-11.3%,-9.6%,"1,693",6.2%,6.0%,"1,872",-17.9%,3.6%,"5,796",-3.3%,-6.1%,41,4,2,96.9,-1.3%,-0.5%,242
"Philadelphia, PA metro area",December 2023,250.0,6.4%,-2.9%,"1,572",-7.1%,3.6%,"1,310",-30.0%,-1.9%,"5,101",-12.0%,-6.2%,45,4,-1,97.4,0.5%,0.3%,256
"Philadelphia, PA metro area",January 2024,260.0,4.0%,8.3%,"1,239",-21.2%,-2.0%,"1,770",35.1%,-5.7%,"5,012",-1.7%,-6.5%,52,7,-1,97.4,0.0%,1.2%,266
"Philadelphia, PA metro area",February 2024,253.0,-2.7%,7.7%,"1,273",2.7%,-0.9%,"2,170",22.6%,13.9%,"5,184",3.4%,-2.8%,53,1,-6,97.1,-0.3%,0.5%,260
"Philadelphia, PA metro area",March 2024,270.0,6.7%,3.8%,"1,643",29.1%,-7.3%,"2,437",12.3%,-8.1%,"5,300",2.2%,-3.3%,43,-10,-3,98.1,1.1%,0.7%,275
"Philadelphia, PA metro area",April 2024,275.0,1.9%,4.8%,"1,835",11.7%,6.4%,"2,738",12.4%,7.5%,"5,590",5.5%,-1.6%,38,-5,-3,98.6,0.4%,0.6%,278
"Philadelphia, PA metro area",May 2024,282.0,2.5%,2.5%,"2,070",12.8%,-2.5%,"2,677",-2.2%,5.9%,"5,659",1.2%,0.5%,37,-1,1,99.2,0.6%,0.5%,284
"Philadelphia, PA metro area",June 2024,305.0,8.2%,7.0%,"1,854",-10.4%,-13.7%,"2,384",-10.9%,-1.6%,"5,664",0.1%,2.5%,35,-2,0,99.3,0.1%,0.2%,307
"Seattle, WA metro area",January 2012,254.0,-4.0%,-10.7%,"1,911",-29.3%,15.7%,"2,820",48.2%,-16.2%,"10,125",-4.3%,-27.1%,68,1,-23,97.4,-0.2%,0.6%,260
"Seattle, WA metro area",February 2012,260.0,2.2%,-10.3%,"2,285",19.6%,26.8%,"3,483",23.5%,-5.7%,"9,737",-3.8%,-31.0%,75,7,-13,97.7,0.3%,0.8%,266
"Seattle, WA metro area",March 2012,272.0,4.7%,-6.1%,"2,961",29.6%,10.4%,"4,139",18.8%,-7.2%,"9,330",-4.2%,-34.6%,69,-6,-18,98.0,0.4%,1.0%,277
"Seattle, WA metro area",April 2012,290.0,6.5%,0.0%,"3,151",6.4%,18.9%,"4,282",3.5%,-4.8%,"9,240",-1.0%,-36.3%,47,-22,-21,98.4,0.4%,1.1%,294
"Seattle, WA metro area",May 2012,299.0,3.1%,6.8%,"3,566",13.2%,24.6%,"4,484",4.7%,3.0%,"9,213",-0.3%,-36.9%,35,-12,-23,99.0,0.6%,1.5%,302
"Seattle, WA metro area",June 2012,310.0,3.7%,8.2%,"3,731",4.6%,14.0%,"4,210",-6.1%,-5.7%,"9,136",-0.8%,-38.1%,31,-4,-20,99.0,0.1%,1.6%,313
"Seattle, WA metro area",July 2012,310.0,0.0%,8.8%,"3,592",-3.7%,29.9%,"3,924",-6.8%,-1.0%,"8,975",-1.8%,-38.3%,28,-3,-23,99.2,0.1%,1.7%,312
"Seattle, WA metro area",August 2012,312.0,0.7%,9.5%,"3,775",5.1%,21.2%,"3,969",1.1%,1.4%,"8,952",-0.3%,-37.1%,30,2,-24,99.0,-0.2%,1.6%,315
"Seattle, WA metro area",September 2012,313.0,0.3%,13.8%,"3,095",-18.0%,11.3%,"3,680",-7.3%,3.7%,"8,762",-2.1%,-36.4%,28,-2,-28,99.1,0.1%,1.5%,315
"Seattle, WA metro area",October 2012,310.0,-1.1%,20.2%,"3,361",8.6%,28.6%,"3,242",-11.9%,4.6%,"7,767",-11.4%,-39.4%,32,4,-25,99.3,0.2%,1.7%,312
"Seattle, WA metro area",November 2012,320.0,3.4%,18.1%,"3,130",-6.9%,21.7%,"2,489",-23.2%,-5.6%,"6,876",-11.5%,-42.1%,31,-1,-30,99.0,-0.3%,1.5%,323
"Seattle, WA metro area",December 2012,310.0,-3.1%,17.0%,"3,097",-1.1%,14.6%,"1,788",-28.2%,-6.0%,"6,104",-11.2%,-42.3%,37,6,-30,99.0,0.0%,1.4%,313
"Seattle, WA metro area",January 2013,290.0,-6.5%,14.0%,"2,285",-26.2%,19.6%,"3,262",82.4%,15.7%,"5,931",-2.8%,-41.4%,40,3,-28,99.2,0.2%,1.8%,292
"Seattle, WA metro area",February 2013,309.0,6.7%,19.0%,"2,440",6.8%,6.8%,"3,707",13.6%,6.4%,"6,027",1.6%,-38.1%,39,-1,-36,99.5,0.4%,1.9%,310
"Seattle, WA metro area",March 2013,323.0,4.4%,18.6%,"3,365",37.9%,13.6%,"4,429",19.5%,7.0%,"5,925",-1.7%,-36.5%,23,-16,-46,100.0,0.5%,2.0%,323
"Seattle, WA metro area",April 2013,329.0,1.9%,13.4%,"3,793",12.7%,20.4%,"4,879",10.2%,13.9%,"6,339",7.0%,-31.4%,15,-8,-32,100.5,0.5%,2.1%,327
"Seattle, WA metro area",May 2013,349.0,6.0%,16.7%,"4,321",13.9%,21.2%,"5,645",15.7%,25.9%,"7,291",15.0%,-20.9%,11,-4,-24,100.9,0.3%,1.9%,345
"Seattle, WA metro area",June 2013,350.0,0.3%,12.9%,"4,147",-4.0%,11.1%,"5,310",-5.9%,26.1%,"8,003",9.8%,-12.4%,12,1,-19,100.8,0.0%,1.8%,347
"Seattle, WA metro area",July 2013,363.0,3.6%,16.9%,"4,499",8.5%,25.3%,"5,236",-1.4%,33.4%,"8,724",9.0%,-2.8%,12,0,-16,100.8,0.0%,1.6%,360
"Seattle, WA metro area",August 2013,355.0,-2.1%,13.8%,"4,353",-3.2%,15.3%,"4,881",-6.8%,23.0%,"9,231",5.8%,3.1%,14,2,-16,100.3,-0.5%,1.3%,353
"Seattle, WA metro area",September 2013,355.0,-0.1%,13.3%,"3,682",-15.4%,19.0%,"4,249",-12.9%,15.5%,"9,263",0.3%,5.7%,17,3,-11,100.1,-0.3%,0.9%,354
"Seattle, WA metro area",October 2013,350.0,-1.3%,13.1%,"3,806",3.4%,13.2%,"3,784",-10.9%,16.7%,"8,673",-6.4%,11.7%,21,4,-11,99.7,-0.4%,0.4%,351
"Seattle, WA metro area",November 2013,345.0,-1.4%,7.8%,"3,010",-20.9%,-3.8%,"2,557",-32.4%,2.7%,"7,630",-12.0%,11.0%,26,5,-5,99.4,-0.3%,0.5%,347
"Seattle, WA metro area",December 2013,350.0,1.5%,12.9%,"3,132",4.1%,1.1%,"1,791",-30.0%,0.2%,"6,694",-12.3%,9.7%,34,8,-3,99.2,-0.3%,0.2%,352
"Seattle, WA metro area",January 2014,330.0,-5.7%,13.8%,"2,190",-30.1%,-4.2%,"3,188",78.0%,-2.3%,"6,520",-2.6%,9.9%,44,10,4,99.0,-0.2%,-0.2%,333
"Seattle, WA metro area",February 2014,348.0,5.5%,12.6%,"2,465",12.6%,1.0%,"3,439",7.9%,-7.2%,"6,524",0.1%,8.2%,39,-5,0,99.6,0.6%,0.1%,349
"Seattle, WA metro area",March 2014,343.0,-1.5%,6.2%,"3,258",32.2%,-3.2%,"4,379",27.3%,-1.1%,"6,513",-0.2%,9.9%,22,-17,-1,99.9,0.3%,-0.1%,343
"Seattle, WA metro area",April 2014,355.0,3.5%,7.9%,"3,747",15.0%,-1.2%,"5,020",14.6%,2.9%,"6,768",3.9%,6.8%,15,-7,0,100.4,0.5%,-0.1%,353
"Seattle, WA metro area",May 2014,365.0,2.8%,4.6%,"3,999",6.7%,-7.5%,"5,960",18.7%,5.6%,"7,338",8.4%,0.6%,13,-2,2,100.4,-0.1%,-0.5%,363
"Seattle, WA metro area",June 2014,385.0,5.5%,10.0%,"4,391",9.8%,5.9%,"5,320",-10.7%,0.2%,"8,126",10.7%,1.5%,12,-1,0,100.4,0.0%,-0.5%,383
"Seattle, WA metro area",July 2014,379.0,-1.6%,4.5%,"4,401",0.2%,-2.2%,"5,305",-0.3%,1.3%,"9,298",14.4%,6.6%,13,1,1,100.0,-0.3%,-0.8%,379
"Seattle, WA metro area",August 2014,370.0,-2.2%,4.4%,"4,096",-6.9%,-5.9%,"4,554",-14.2%,-6.7%,"9,313",0.2%,0.9%,17,4,3,99.7,-0.3%,-0.6%,371
"Seattle, WA metro area",September 2014,380.0,2.6%,7.1%,"3,795",-7.3%,3.1%,"4,241",-6.9%,-0.2%,"9,108",-2.2%,-1.7%,21,4,4,99.4,-0.3%,-0.7%,382
"Seattle, WA metro area",October 2014,369.0,-2.9%,5.4%,"4,003",5.5%,5.2%,"3,826",-9.8%,1.1%,"8,386",-7.9%,-3.3%,27,6,6,99.3,-0.2%,-0.4%,371
"Seattle, WA metro area",November 2014,375.0,1.6%,8.7%,"3,105",-22.4%,3.2%,"2,406",-37.1%,-5.9%,"7,153",-14.7%,-6.3%,31,4,5,99.0,-0.3%,-0.4%,378
"Seattle, WA metro area",December 2014,366.0,-2.4%,4.5%,"3,424",10.3%,9.3%,"1,796",-25.4%,0.3%,"6,003",-16.1%,-10.3%,37,6,3,99.2,0.2%,0.0%,368
"Seattle, WA metro area",January 2015,360.0,-1.6%,9.1%,"2,290",-33.1%,4.6%,"3,223",79.5%,1.1%,"5,747",-4.3%,-11.9%,42,5,-2,99.1,0.0%,0.1%,363
"Seattle, WA metro area",February 2015,359.0,-0.3%,3.1%,"2,618",14.3%,6.2%,"3,930",21.9%,14.3%,"5,787",0.7%,-11.3%,39,-3,0,99.7,0.6%,0.1%,360
"Seattle, WA metro area",March 2015,385.0,7.3%,12.2%,"3,850",47.1%,18.2%,"5,135",30.7%,17.3%,"5,830",0.7%,-10.5%,16,-23,-6,100.5,0.8%,0.6%,383
"Seattle, WA metro area",April 2015,400.0,3.9%,12.7%,"4,398",14.2%,17.4%,"5,722",11.4%,14.0%,"6,187",6.1%,-8.6%,10,-6,-5,101.0,0.5%,0.6%,396
"Seattle, WA metro area",May 2015,397.0,-0.7%,8.9%,"4,618",5.0%,15.5%,"5,841",2.1%,-2.0%,"6,661",7.7%,-9.2%,9,-1,-4,101.3,0.3%,1.0%,391
"Seattle, WA metro area",June 2015,415.0,4.4%,7.8%,"5,195",12.5%,18.3%,"5,677",-2.8%,6.7%,"6,923",3.9%,-14.8%,10,1,-2,101.4,0.1%,1.0%,409
"Seattle, WA metro area",July 2015,410.0,-1.2%,8.2%,"5,212",0.3%,18.4%,"5,329",-6.1%,0.5%,"7,102",2.6%,-23.6%,11,1,-2,101.2,-0.2%,1.1%,405
"Seattle, WA metro area",August 2015,413.0,0.6%,11.3%,"4,704",-9.7%,14.8%,"4,806",-9.8%,5.5%,"7,112",0.1%,-23.6%,14,3,-3,100.8,-0.4%,1.1%,409
"Seattle, WA metro area",September 2015,400.0,-3.0%,5.3%,"4,383",-6.8%,15.5%,"4,352",-9.4%,2.6%,"6,806",-4.3%,-25.3%,13,-1,-8,100.5,-0.2%,1.1%,398
"Seattle, WA metro area",October 2015,405.0,1.3%,9.8%,"4,082",-6.9%,2.0%,"3,871",-11.1%,1.2%,"6,143",-9.7%,-26.7%,15,2,-12,100.4,-0.1%,1.1%,403
"Seattle, WA metro area",November 2015,405.0,0.0%,8.0%,"3,164",-22.5%,1.9%,"2,427",-37.3%,0.9%,"4,817",-21.6%,-32.7%,17,2,-14,100.3,-0.1%,1.3%,403
"Seattle, WA metro area",December 2015,400.0,-1.2%,9.3%,"3,854",21.8%,12.6%,"1,867",-23.1%,4.0%,"3,900",-19.0%,-35.0%,23,6,-14,100.0,-0.3%,0.8%,400
"Seattle, WA metro area",January 2016,408.0,2.0%,13.4%,"2,356",-38.9%,2.9%,"3,247",73.9%,0.7%,"3,937",0.9%,-31.5%,23,0,-19,100.2,0.2%,1.0%,407
"Seattle, WA metro area",February 2016,405.0,-0.8%,12.8%,"2,784",18.2%,6.3%,"3,903",20.2%,-0.7%,"3,961",0.6%,-31.6%,13,-10,-26,101.2,1.1%,1.5%,400
"Seattle, WA metro area",March 2016,423.0,4.4%,9.9%,"3,995",43.5%,3.8%,"5,328",36.5%,3.8%,"4,285",8.2%,-26.5%,8,-5,-8,102.2,1.0%,1.7%,413
"Seattle, WA metro area",April 2016,430.0,1.7%,7.5%,"4,216",5.5%,-4.1%,"5,943",11.5%,3.9%,"4,989",16.4%,-19.4%,8,0,-2,102.7,0.5%,1.7%,418
"Seattle, WA metro area",May 2016,440.0,2.3%,10.7%,"4,844",14.9%,4.9%,"6,053",1.9%,3.6%,"5,177",3.8%,-22.3%,7,-1,-2,103.1,0.3%,1.7%,426
"Seattle, WA metro area",June 2016,463.0,5.2%,11.6%,"5,598",15.6%,7.8%,"6,418",6.0%,13.1%,"5,995",15.8%,-13.4%,8,1,-2,102.6,-0.4%,1.2%,451
